,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,603598.XSHG,2015-08-08,148.88,148.878,13.49,5.25,105.89,603598.XSHG,2.85,2.85,1.8,3.05,7.2,97.24,2.76,3.05,1.89,2.64,-0.03,70.33,0.0,,85.38,20.7,749.41,,-19.68,,-19.68,,-25.4,,11.55,,8.45,-1,1,1
0,603598.XSHG,2015-10-30,127.07,98.9599,8.96,3.12,23.02,603598.XSHG,0.65,0.65,0.3,0.54,6.63,99.28,0.77,0.54,2.03,2.67,-0.25,93.06,6.94,100.0,79.4,-26.41,-3681.8501,10.03,-7.9,10.03,-7.9,-67.88,-74.3,-72.82,-83.6,-63.3,-77.16,1,1,1
0,603598.XSHG,2016-03-31,268.37,182.7851,16.47,5.64,70.25,603598.XSHG,0.09,-0.43,-0.1,-0.14,8.31,100.77,-0.69,-0.14,2.37,3.03,-0.1,1448.3199,-152.21,-498.56,82.48,-8.76,1140.84,77.6,35.87,77.6,35.87,-142.11,-221.16,-109.72,-135.05,-94.89,-86.65,1,1,1
0,603598.XSHG,2016-04-28,220.12,220.1194,10.72,3.22,-147.17,603598.XSHG,2.19,2.19,1.4,2.96,8.44,96.2,3.95,2.96,1.28,2.84,-0.02,96.07,3.95,100.02,103.66,-13.76,-362.45,-23.95,-24.33,-23.95,-24.33,1.09,535.18,2.56,1699.8,7.33,3144.3999,1,1,1
0,603598.XSHG,2016-08-27,229.13,236.2281,11.25,3.7,131.31,603598.XSHG,1.2587,1.305,1.8444,3.21,9.4977,95.9516,4.2235,3.21,2.263,3.1021,-0.1974,97.5419,4.2184,103.6821,99.4058,27.3876,676.5057,15.3507,21.8256,15.3507,21.8256,76.3731,30.1583,21.2884,31.924,-42.0074,-41.4008,-1,1,1
0,603598.XSHG,2016-10-29,246.86,206.9574,9.74,3.13,-45.02,603598.XSHG,1.5333,1.4789,0.99,2.5418,8.2039,96.9834,3.2683,2.5418,2.5384,4.0757,-0.1569,89.0107,7.4274,96.4568,100.592,-7.6828,-254.6808,-9.912,-28.0738,-9.912,-28.0738,281.9663,-44.3399,321.2814,-43.0469,213.6341,23.5292,1,1,1
0,603598.XSHG,2017-04-12,218.78,223.2791,10.76,3.59,-173.81,603598.XSHG,0.7768,0.582,-0.5923,-1.0577,6.856,100.7564,-1.0242,-1.0577,2.0722,2.3787,-0.3218,106.6792,37.7577,74.926,93.084,14.3439,-1896.2557,-5.0977,43.1323,-5.0977,43.1323,-41.4045,-144.8518,-615.9189,-159.5604,1104.9146,-48.6949,-1,-1,-1
0,603598.XSHG,2017-04-29,178.92,190.0269,8.8,2.93,-142.14,603598.XSHG,2.1101,2.1211,1.3565,2.056,7.056,97.3863,2.7574,2.056,1.3153,2.5276,-0.1051,95.2826,5.2414,100.5226,67.3059,-15.4167,-589.8522,53.9909,22.7812,53.9909,22.7812,7.4145,430.5722,6.8034,338.6637,2.7117,176.5659,-1,-1,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,603599.XSHG,2015-08-26,53.46,53.4615,3.74,6.74,-270.36,603599.XSHG,2.08,2.08,1.47,10.32,29.03,88.38,11.66,10.32,4.84,7.83,-0.57,96.58,0.38,,58.39,-9.6,-82.68,,-14.94,,-14.94,,-30.95,,-25.43,,-25.43,-1,1,1
0,603599.XSHG,2015-10-27,35.84,36.3135,2.54,3.73,9.28,603599.XSHG,2.56,2.48,1.8,18.58,41.47,78.89,21.11,18.58,1.75,20.37,-3.92,96.97,0.0,96.99,76.35,21.04,99.66,-25.68,-30.97,-25.68,-30.97,23.23,24.95,7.35,24.27,7.35,24.27,1,1,1
0,603599.XSHG,2016-04-15,59.18,61.1867,4.2,6.68,21.61,603599.XSHG,-0.18,-0.21,-0.12,-1.11,37.52,102.06,-1.46,-1.11,5.69,26.01,-1.69,180.68,-52.81,,346.85,36.28,-1763.6,-20.94,16.97,-20.94,16.97,-114.3,-108.07,-113.11,-107.0,-113.11,-107.0,-1,-1,-1
0,603599.XSHG,2016-04-26,48.07,58.3832,3.41,5.42,17.56,603599.XSHG,2.43,2.21,1.78,14.9,32.28,83.83,16.17,14.9,1.83,11.82,-0.46,90.76,0.0,90.66,99.48,15.31,94.66,-12.97,26.7,-12.97,26.7,-2.02,1507.41,10.11,1797.0,10.11,1797.0,1,1,1
0,603599.XSHG,2016-08-26,52.23,54.2502,3.09,5.56,14.7,603599.XSHG,1.9681,1.6674,1.416,10.8631,25.0209,88.6027,11.7033,10.8631,5.1492,13.2881,-6.6871,85.2234,,84.7207,100.1166,8.8991,78.0809,15.6547,13.041,15.6547,13.041,16.0761,-18.1939,21.6942,-17.5807,21.6942,-17.5807,-1,-1,-1
0,603599.XSHG,2016-10-31,45.58,50.1749,2.82,4.93,-95.55,603599.XSHG,1.9233,1.8203,1.3767,13.3107,31.9778,84.6741,15.4583,13.3107,1.5993,14.5286,-0.5136,94.5299,0.8163,94.6446,138.6429,16.2401,105.9652,35.762,-18.964,35.762,-18.964,-0.5691,7.0365,-2.7641,-0.7047,-2.7641,-0.7047,-1,-1,-1
0,603599.XSHG,2017-04-18,44.37,49.0188,2.67,4.45,92.26,603599.XSHG,1.5005,1.7039,1.0731,9.4782,37.4036,89.0515,11.2453,9.4782,3.8223,23.9877,-1.531,116.9732,3.1706,113.5487,147.302,5.9237,54.1051,29.5639,11.6294,29.5639,11.6294,1100.7452,-18.7942,1203.9258,-20.5121,1203.9258,-20.5121,-1,-1,-1
0,603599.XSHG,2017-04-26,44.19,48.2095,2.66,4.43,91.88,603599.XSHG,2.9385,2.91,2.0877,14.501,29.6504,82.8007,17.2033,14.501,1.9596,9.1996,0.1159,99.0493,0.0231,99.0324,93.6162,22.6586,131.7416,34.1526,31.1918,34.1526,31.1918,42.7094,100.7004,30.5683,100.7146,30.5683,100.7146,-1,-1,-1
0,603599.XSHG,2017-08-18,28.7764,31.4476,2.2938,3.4983,1851.9683,603599.XSHG,3.4624,3.3751,2.4911,10.4845,25.8626,87.8185,12.5849,10.4845,2.4031,9.7668,0.119,97.5127,,97.481,89.8063,15.0363,123.4353,98.929,67.6235,98.929,67.6235,113.9148,22.6235,91.9966,21.195,91.9966,21.195,-1,-1,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,603600.XSHG,2015-04-29,48.31,52.6263,5.66,3.19,895.43,603600.XSHG,5.7,5.45,3.74,8.64,19.24,90.02,10.33,8.64,2.89,6.83,-1.06,96.77,3.32,95.7,104.67,-5.08,-50.84,33.71,-10.19,33.71,-10.19,2454.49,106.6,7652.3301,100.95,7652.3301,100.95,1,1,1
0,603600.XSHG,2015-08-27,134.57,187.7986,20.1,9.97,66.36,603600.XSHG,6.5,6.11,4.15,7.87,20.54,90.79,9.74,7.87,4.52,6.83,-0.76,95.41,5.55,94.09,99.56,21.02,228.26,26.49,25.63,26.49,25.63,50.06,18.53,36.62,14.42,36.62,14.42,1,1,1
0,603600.XSHG,2015-10-29,75.53,114.6922,12.27,5.72,53.59,603600.XSHG,6.87,5.64,4.47,9.69,21.07,89.27,11.11,9.69,3.59,8.83,-2.24,84.7,3.04,82.06,111.68,12.43,115.88,17.14,-10.98,17.14,-10.98,12.0,1.55,9.25,9.57,9.25,9.57,1,1,1
0,603600.XSHG,2016-04-19,89.06,139.018,14.12,6.68,120.63,603600.XSHG,4.24,3.75,2.65,6.03,19.86,94.63,6.16,6.03,4.26,9.7,-1.26,88.07,13.02,88.44,94.64,8.32,155.03,1.73,1.29,1.73,1.29,39.6,-43.86,58.77,-36.98,58.77,-36.98,-1,1,1
0,603600.XSHG,2016-04-29,59.06,54.9345,9.36,4.43,79.99,603600.XSHG,5.01,3.65,3.46,9.98,20.28,90.65,9.85,9.98,3.3,6.73,0.36,70.26,3.75,72.91,112.49,10.88,116.34,12.77,-0.44,12.77,-0.44,7.59,59.23,30.27,64.88,30.27,64.88,1,1,1
0,603600.XSHG,2016-08-26,61.36,65.7899,10.33,5.14,64.58,603600.XSHG,4.9733,4.62,3.4303,8.6976,21.203,88.6605,10.1429,8.6976,3.237,7.4471,-1.7957,100.1762,-10.571,92.8955,103.0567,7.6661,67.605,2.9461,14.6861,2.9461,14.6861,7.1691,18.0657,13.7558,-0.0844,13.7558,-0.0844,-1,-1,-1
0,603600.XSHG,2016-10-24,51.32,56.9631,9.29,4.41,187.88,603600.XSHG,4.9752,4.7525,3.3503,7.3832,20.4395,90.1437,9.5299,7.3832,3.9821,5.8074,-0.4457,96.4031,-3.1922,95.5237,99.3579,2.9616,30.048,36.5102,18.0397,36.5102,18.0397,17.045,10.9063,4.0288,0.2007,4.4852,0.6403,-1,-1,-1
0,603600.XSHG,2017-03-10,50.82,57.1714,8.86,4.07,-1472.21,603600.XSHG,5.7817,6.0266,3.8496,8.6239,22.2119,92.4847,6.8183,8.6239,2.8599,12.0603,-2.1095,106.5646,-9.8839,104.2361,88.7749,7.9783,106.1607,42.6708,5.8585,42.6708,5.8585,57.9115,-24.2627,104.1079,23.6478,103.3459,22.6481,1,1,1
0,603600.XSHG,2017-04-28,43.74,43.735,8.45,3.75,-209.69,603600.XSHG,3.8747,3.7645,2.6032,6.8741,20.4066,92.0963,8.1338,6.8741,3.5296,8.5398,0.1437,97.1473,2.8286,97.1553,108.4173,5.3287,67.4205,25.1249,-12.6869,25.1249,-12.6869,3.2973,4.1595,-13.8449,-30.403,-13.2795,-29.6837,-1,-1,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,603601.XSHG,2015-04-28,91.5,91.5035,10.99,15.68,173.48,603601.XSHG,1.26,1.14,1.04,6.85,34.17,92.38,7.62,6.85,9.55,16.22,0.03,91.05,0.0,90.39,93.51,-2.03,-26.6,-1.98,-12.84,-1.98,-12.84,-65.85,-38.94,-63.35,-36.67,-63.35,-36.67,1,1,1
0,603601.XSHG,2015-08-15,129.03,109.715,13.27,18.88,39.02,603601.XSHG,4.64,2.74,3.76,20.15,38.06,85.9,14.1,20.15,8.7,13.93,-0.42,59.09,0.0,59.15,88.14,8.27,58.67,0.41,24.49,0.41,24.49,-31.79,130.42,-2.41,265.95,-2.41,265.95,-1,1,1
0,603601.XSHG,2015-10-27,103.09,86.8475,10.5,14.93,40.59,603601.XSHG,6.75,4.95,5.21,26.45,35.62,77.33,22.67,26.45,8.16,5.59,-1.74,75.86,0.0,73.21,92.0,-0.08,-0.35,17.64,14.51,17.64,14.51,33.89,84.16,57.66,50.34,57.99,50.65,1,1,1
0,603601.XSHG,2016-04-29,163.6,166.4951,19.04,27.35,73.8,603601.XSHG,7.05,2.95,5.4,29.68,37.51,85.31,14.05,29.68,11.46,10.08,-0.08,45.79,-1.98,41.91,107.8,74.56,507.64,20.77,-2.79,20.77,-2.79,56.11,-39.75,280.08,9.08,277.47,8.11,1,1,1
0,603601.XSHG,2016-04-29,137.75,100.3422,16.03,23.03,62.14,603601.XSHG,5.2,4.83,3.93,24.71,44.0,72.35,27.27,24.71,8.99,5.93,1.01,94.28,-1.29,92.9,77.46,17.89,64.71,58.0,14.02,58.0,14.02,465.72,121.27,469.56,-5.09,470.85,-4.22,1,1,1
0,603601.XSHG,2016-08-27,127.99,165.3441,23.68,32.44,-174.83,603601.XSHG,1.6548,1.4601,1.4348,17.4756,46.087,78.5726,20.1078,17.4756,12.1522,11.9592,-1.7623,94.9281,-5.846,88.2321,86.3582,6.753,31.5159,21.6822,-4.1214,21.6822,-4.1214,73.5648,-29.3054,5.5392,-32.1895,5.8321,-32.1557,-1,-1,-1
0,603601.XSHG,2016-10-19,101.05,131.8836,5.99,24.69,10.95,603601.XSHG,1.6749,1.5059,1.4088,21.2343,40.7561,76.5384,22.6062,21.2343,7.9834,9.926,-0.7863,93.2192,-3.4165,89.9065,83.8894,-4.3194,-18.5061,27.6767,20.1507,27.6767,20.1507,27.3059,35.0793,2.4909,45.9927,4.6455,48.962,-1,-1,-1
0,603601.XSHG,2017-03-17,92.17,121.605,5.88,21.35,134.4,603601.XSHG,3.0118,1.5393,2.421,34.5879,44.1047,82.217,21.8942,34.5879,10.8895,12.2153,-0.0517,44.8125,10.3601,51.1091,87.1457,51.3413,288.71,45.1787,10.5314,45.1787,10.5314,126.191,7.05,69.1612,80.0411,71.0837,76.7418,-1,-1,-1
0,603601.XSHG,2017-04-29,81.08,81.0772,6.02,20.48,153.84,603601.XSHG,1.5812,1.4959,1.2659,18.9776,41.9224,78.8677,22.405,18.9776,10.4862,7.7515,2.0224,89.5541,5.3931,94.6015,95.0562,23.3987,110.7246,23.5974,-2.9321,23.5974,-2.9321,1.5436,-0.6676,-5.0722,-46.741,-4.2197,-46.3774,-1,-1,-1
0,603601.XSHG,2017-07-20,72.1069,71.4263,5.2394,17.1218,20.6497,603601.XSHG,2.4511,2.2843,1.9557,21.3984,40.869,80.9227,22.8374,21.3984,9.5996,7.2586,2.2744,77.6649,15.3073,93.1981,64.6426,9.314,48.8225,80.8669,40.3045,80.8669,40.3045,105.4185,43.0123,121.4662,58.2018,122.9097,57.8943,-1,-1,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,603603.XSHG,2017-04-27,103.84,120.6577,18.68,6.33,-376.47,603603.XSHG,2.4588,2.447,0.3537,5.0819,31.7724,92.6111,7.4458,5.0819,7.4631,14.6143,1.4878,98.8314,0.7603,99.5202,24.3728,-10.8761,-147.1938,80.8977,,80.8977,,2109.1841,,2149.6587,,1485.4481,,1,1,1
0,603603.XSHG,2017-08-18,100.2569,116.8234,14.8879,6.2049,33.8966,603603.XSHG,8.0776,1.4653,1.4863,17.4428,22.9446,96.5036,17.8076,17.4428,3.8123,9.6752,2.6949,19.2626,78.8443,18.1402,33.8917,-50.3576,-1440.2733,-47.7551,30.271,-47.7551,30.271,85.5224,211.5599,113.5073,347.136,102.6399,280.4945,-1,-1,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,603606.XSHG,2015-04-10,48.34,49.7481,4.03,2.02,13.51,603606.XSHG,4.1,3.71,1.74,5.39,12.65,93.81,6.19,5.39,3.15,2.31,1.21,88.99,0.0,90.41,127.28,41.45,669.46,11.85,16.26,11.85,16.26,11.67,138.86,2.43,113.65,2.43,113.65,1,1,1
0,603606.XSHG,2015-04-30,57.54,56.9829,4.76,2.4,16.07,603606.XSHG,0.95,0.89,0.44,1.93,11.44,97.78,2.22,1.93,3.58,3.56,1.47,97.04,0.0,94.6,97.96,-43.98,-1984.5601,23.04,-22.76,23.04,-22.76,40.95,-72.35,4.71,-72.35,4.71,-72.35,1,1,1
0,603606.XSHG,2015-08-21,96.89,97.3818,8.12,3.8,40.32,603606.XSHG,1.99,1.92,0.92,3.16,12.56,96.57,3.43,3.16,3.29,3.22,1.28,95.24,0.0,96.38,107.77,-15.4,-449.23,32.61,28.83,32.61,28.83,5.59,99.25,-18.9,111.03,-18.9,111.03,1,1,1
0,603606.XSHG,2015-10-30,87.14,82.7458,6.9,3.01,73.19,603606.XSHG,1.06,0.99,0.47,1.59,10.79,98.34,1.78,1.59,2.92,3.21,1.17,86.74,6.38,94.03,85.8,-1.28,-77.06,22.63,6.0,22.63,6.0,-27.6,-44.97,-33.61,-46.75,-33.61,-46.75,1,1,1
0,603606.XSHG,2016-04-16,95.13,84.2286,6.95,2.91,-91.23,603606.XSHG,2.45,1.34,1.14,4.47,9.24,96.65,3.35,4.47,3.26,4.59,0.91,60.92,0.0,54.65,184.97,86.59,2587.53,-11.99,-16.56,-11.99,-16.56,-52.43,56.94,-27.09,134.66,-27.09,134.66,-1,-1,-1
0,603606.XSHG,2016-04-29,77.25,88.2595,5.64,2.36,-74.08,603606.XSHG,0.83,0.8,0.39,2.08,13.66,97.54,2.46,2.08,3.37,5.09,0.98,98.38,0.0,97.26,74.79,-45.84,-1866.4,-15.27,-25.64,-15.27,-25.64,-6.09,-45.42,-8.68,-65.37,-8.68,-65.37,-1,-1,-1
0,603606.XSHG,2016-08-04,86.58,85.4821,5.29,2.44,-236.87,603606.XSHG,1.801,1.485,0.8419,3.5818,15.7082,96.8092,3.1908,3.5818,3.732,6.991,0.7695,82.8174,,82.4508,131.2007,18.3471,575.0067,-15.9894,27.7318,-15.9894,27.7318,-21.7901,65.9288,-4.7978,119.9931,-4.7978,119.9931,-1,-1,-1
0,603606.XSHG,2016-10-29,87.25,84.8649,5.2,2.54,120.73,603606.XSHG,0.6614,0.5166,0.2911,1.3392,15.1777,99.0698,0.9302,1.3392,3.9377,8.3669,0.8629,72.9649,,78.0979,90.9128,-9.1288,-981.3731,-21.5507,-1.0178,-21.5507,-1.0178,-58.9861,-71.1435,-33.8364,-62.9925,-33.8364,-62.9925,-1,-1,-1
0,603606.XSHG,2017-04-27,103.62,94.9253,5.79,3.04,-86.61,603606.XSHG,2.9717,1.0063,1.242,4.1541,7.3276,97.7982,2.193,4.1541,3.8474,0.6249,0.522,41.5436,,33.8622,124.4895,44.7235,2031.1973,38.8274,47.6609,38.8274,47.6609,-9.0227,248.1162,29.1476,358.0404,29.1476,358.0404,-1,-1,-1
0,603606.XSHG,2017-04-29,108.66,99.6777,6.07,3.19,-90.82,603606.XSHG,0.9077,0.7734,0.3815,2.1589,13.5365,97.8766,2.1234,2.1589,3.6966,5.2935,1.3701,84.8323,,85.2062,92.2844,-110.4875,-5203.4053,11.9688,-40.0243,11.9688,-40.0243,-3.2053,-41.9286,16.2364,-68.8298,16.2364,-68.8298,-1,-1,-1
0,603606.XSHG,2017-08-19,70.6047,72.0852,4.4106,2.0998,89.8071,603606.XSHG,2.3495,1.6201,0.9699,3.13,12.6284,97.6096,3.6986,3.13,3.296,3.6179,1.2974,67.6479,,68.9551,95.9275,-15.1533,-633.9337,57.7969,80.0116,57.7969,80.0116,82.9139,213.5572,37.8907,160.9767,37.8907,160.9767,-1,-1,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,603608.XSHG,2016-04-26,53.52,61.6497,8.02,3.81,106.61,603608.XSHG,0.98,0.94,0.71,3.34,55.17,95.36,4.72,3.34,29.99,17.69,0.57,94.55,1.5,95.38,120.5,5.37,115.77,-8.36,,-8.36,,-12.28,,-15.44,,-11.62,,-1,1,1
0,603608.XSHG,2016-08-23,65.31,64.3616,4.49,4.2,9.9,603608.XSHG,3.0912,2.8104,2.5105,11.8324,61.6586,85.5844,14.5976,11.8324,28.9814,14.6101,0.2531,89.9089,1.1348,90.9162,101.1975,18.4413,127.9257,-7.7544,10.4874,-7.7544,10.4874,-1.008,242.007,3.643,291.0084,5.5746,297.2894,-1,1,1
0,603608.XSHG,2016-10-28,59.55,60.0655,4.26,4.0,44.1,603608.XSHG,1.7605,1.2319,1.4579,7.6813,57.5599,93.3001,7.3919,7.6813,28.3922,17.4763,-0.0305,63.7545,6.5853,69.9754,120.5237,20.1553,300.8296,-5.6545,-12.4066,-5.6545,-12.4066,15.5988,-55.6443,39.5867,-43.1363,48.3916,-43.0091,1,1,1
0,603608.XSHG,2017-04-18,57.11,61.7571,4.34,4.2,47.9,603608.XSHG,2.2373,2.0959,1.8341,7.306,54.5528,91.2059,9.5948,7.306,30.6161,13.8873,-0.0907,85.7615,7.8089,93.6791,104.5085,11.3457,129.015,0.6662,34.1407,0.6662,34.1407,32.0158,74.116,7.7789,27.5863,11.8436,29.6514,-1,-1,-1
0,603608.XSHG,2017-04-26,48.81,53.2185,3.71,3.59,40.94,603608.XSHG,2.1509,2.1094,1.8395,9.07,57.0212,87.9696,12.073,9.07,27.8128,14.6118,-0.1906,97.5619,0.3455,98.0701,126.622,19.4109,161.3491,3.9113,-19.9581,3.9113,-19.9581,166.0226,0.7152,181.8846,-0.6322,188.4692,-1.7325,-1,-1,-1
0,603608.XSHG,2017-08-15,39.2262,46.4936,3.7224,3.4912,-10.398,603608.XSHG,4.3551,3.7236,3.6763,15.0821,61.0133,84.357,19.2975,15.0821,30.4397,12.276,-0.1908,81.1999,3.4119,85.5001,106.9714,23.8131,152.229,13.9379,21.1486,13.9379,21.1486,50.6218,93.6441,45.2301,101.4519,47.1472,102.656,-1,-1,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
0,603609.XSHG,2014-10-31,42.74,43.584,3.31,0.86,3015.47,603609.XSHG,4.05,4.05,2.29,3.07,9.18,96.87,3.29,3.07,3.03,2.22,0.49,83.79,4.07,,94.16,6.55,208.95,8.66,29.03,8.66,29.03,307.23,6.65,500.21,16.74,392.62,18.46,1,1,1
0,603609.XSHG,2015-04-09,32.81,45.6519,3.35,0.88,68.61,603609.XSHG,3.87,3.2,2.24,3.34,9.88,96.24,3.81,3.34,2.73,3.14,0.46,82.24,1.13,82.53,106.69,1.07,28.49,3.01,-11.88,3.01,-11.88,23.31,2.09,5.09,-4.18,8.74,-2.49,1,1,1
0,603609.XSHG,2015-04-29,36.99,36.0459,3.7,0.99,77.36,603609.XSHG,2.03,1.26,1.28,2.53,10.21,97.92,2.91,2.53,3.85,3.09,0.53,67.66,27.16,61.99,88.89,-21.38,-1028.3199,6.74,-18.4,6.74,-18.4,95.64,-37.58,132.49,-38.17,154.24,-38.47,1,1,1
0,603609.XSHG,2015-08-12,38.31,42.8629,4.33,1.15,-159.77,603609.XSHG,2.89,2.92,1.83,3.08,10.54,96.03,3.8,3.08,3.68,2.55,0.55,99.52,-4.1,101.14,113.02,20.03,504.96,8.33,16.79,8.33,16.79,6.64,52.48,0.12,42.47,1.15,43.44,-1,1,1
0,603609.XSHG,2015-10-28,28.47,31.9467,3.23,0.84,27.64,603609.XSHG,3.54,3.35,2.35,2.92,9.34,96.62,3.39,2.92,3.13,2.07,0.36,94.25,0.2,94.78,92.04,8.44,249.37,12.43,33.89,12.43,33.89,15.95,19.32,6.96,26.72,7.27,24.63,1,1,1
0,603609.XSHG,2016-03-29,39.58,45.3469,4.42,1.15,-954.68,603609.XSHG,4.31,3.9,2.91,4.84,11.46,94.67,5.46,4.84,3.11,3.05,0.38,85.56,1.99,90.53,117.8,7.07,132.54,-3.57,-24.43,-3.57,-24.43,38.2,21.68,40.0,25.42,36.85,24.4,1,1,1
